Graphics v 0.2.5 ';' exported '2021-12-21 11:44:36'
;Record #1;;;;;;
0.526667;0.1158;5;0;399.696;18.9735;22.7399;
0.53;0.1158;5;0;400.64;18.475;22.7419;
0.533333;0.117762;5;0;398.879;18.4946;22.7419;
0.536667;0.125613;5;0;399.288;17.998;22.7419;
0.54;0.119725;5;0;399.67;17.9117;22.7419;
0.543333;0.1158;5;0;401.048;18.0275;22.7399;
0.546667;0.117762;5;0;401.023;17.8332;22.7419;
0.55;0.117762;5;0;401.354;18.7439;22.7419;
0.553333;0.119725;5;0;397.961;18.3494;22.7399;
0.556667;0.121688;5;0;398.905;17.8449;22.7399;
0.56;0.119725;5;0;399.645;18.2375;22.7321;
0.563333;0.119725;5;0;401.176;18.5692;22.7242;
0.566667;0.117762;5;0;402.298;18.5378;22.7183;
0.57;0.117762;5;0;400.538;19.0618;22.7164;
0.573333;0.121688;5;0;400.206;18.4396;22.7125;
0.576667;0.121688;5;0;398.879;18.8773;22.7066;
0.58;0.1158;5;0;400.129;17.9843;22.7066;
0.583333;0.123651;5;0;400.41;18.6281;22.6968;
0.586667;0.123651;5;0;400.767;18.2061;22.687;
0.59;0.1158;5;0;399.441;18.4318;22.6811;
0.593333;0.119725;5;0;399.619;18.6261;22.6732;
0.596667;0.1158;5;0;399.645;18.5476;22.6673;
0.6;0.1158;5;0;401.482;18.8283;22.6654;
0.603333;0.117762;5;0;402.298;18.1982;22.6614;
0.606667;0.119725;5;0;398.675;18.7223;22.6575;
0.61;0.121688;5;0;398.726;17.896;22.6516;
0.613333;0.123651;5;0;397.731;18.2591;22.6497;
0.616667;0.119725;5;0;399.951;17.792;22.6477;
0.62;0.119725;5;0;400.487;18.3317;22.6438;
0.623333;0.117762;5;0;399.772;18.3611;22.6418;
0.626667;0.117762;5;0;399.568;18.4279;22.6418;
0.63;0.117762;5;0;399.313;18.9755;22.6379;
0.633333;0.121688;5;0;400.793;18.4514;22.6379;
0.636667;0.123651;5;0;401.456;18.9971;22.634;
0.64;0.117762;5;0;401.686;18.0805;22.6281;
0.643333;0.117762;5;0;397.221;18.3297;22.6241;
0.646667;0.119725;5;0;398.19;17.5113;22.6241;
0.65;0.123651;5;0;396.404;18.0079;22.6202;
0.653333;0.121688;5;0;398.828;18.1492;22.6182;
0.656667;0.117762;5;0;401.048;18.2355;22.6182;
0.66;0.121688;5;0;400.334;19.1011;22.6182;
0.663333;0.1158;5;0;400.665;18.4534;22.6241;
0.666667;0.121688;5;0;399.849;18.8597;22.6241;
0.67;0.119725;5;0;400.129;18;22.6281;
0.673333;0.121688;5;0;400.589;18.6379;22.63;
0.676667;0.117762;5;0;400.614;18.2375;22.63;
0.68;0.123651;5;0;397.961;18.0962;22.632;
0.683333;0.121688;5;0;398.292;18.6575;22.6359;
0.686667;0.123651;5;0;399.109;18.3768;22.6418;
0.69;0.1158;5;0;400.742;19.0618;22.6477;
0.693333;0.123651;5;0;401.405;18.3984;22.6516;
0.696667;0.121688;5;0;399.288;18.9519;22.6536;
0.7;0.123651;5;0;399.466;17.9706;22.6555;
0.703333;0.119725;5;0;398.675;18.1786;22.6595;
0.706667;0.121688;5;0;400.257;17.9804;22.6614;
0.71;0.125613;5;0;400.895;18.0628;22.6634;
0.713333;0.127576;5;0;400.461;18.9303;22.6654;
0.716667;0.127576;5;0;398.905;18.4946;22.6673;
0.72;0.125613;5;0;399.262;19.0108;22.6673;
0.723333;0.121688;5;0;400.589;18.3631;22.6673;
0.726667;0.123651;5;0;402.069;18.7871;22.6693;
0.73;0.121688;5;0;402.503;18.2198;22.6693;
0.733333;0.127576;5;0;398.93;18.3415;22.6732;
0.736667;0.127576;5;0;399.339;18.2355;22.6771;
0.74;0.125613;5;0;398.063;17.947;22.6791;
0.743333;0.127576;5;0;399.977;18.6457;22.6811;
0.746667;0.123651;5;0;401.074;18.3121;22.683;
0.75;0.129539;5;0;400.359;19.0187;22.685;
0.753333;0.121688;5;0;399.977;18.3552;22.685;
0.756667;0.125613;5;0;400.206;18.5653;22.6928;
0.76;0.131501;5;0;401.89;17.949;22.6968;
0.763333;0.127576;5;0;402.222;18.1001;22.7027;
0.766667;0.125613;5;0;402.222;18.5496;22.7066;
0.77;0.127576;5;0;397.782;18.208;22.7085;
0.773333;0.127576;5;0;398.675;18.7419;22.7105;
0.776667;0.125613;5;0;398.93;18.3788;22.7125;
0.78;0.127576;5;0;401.329;19.0324;22.7164;
0.783333;0.131501;5;0;401.89;18.4514;22.7203;
0.786667;0.129539;5;0;400.512;18.6516;22.7223;
0.79;0.127576;5;0;398.063;18.5182;22.7223;
0.793333;0.127576;5;0;399.9;18.0353;22.7242;
0.796667;0.133464;5;0;400.665;18.0883;22.7301;
0.8;0.123651;5;0;400.665;18.0039;22.7301;
0.803333;0.123651;5;0;400.742;18.8518;22.7321;
0.806667;0.129539;5;0;398.42;18.4416;22.736;
0.81;0.129539;5;0;398.956;19.0245;22.738;
0.813333;0.131501;5;0;399.492;18.4612;22.7399;
0.816667;0.131501;5;0;401.176;18.7929;22.7439;
0.82;0.127576;5;0;401.507;18.2159;22.7439;
0.823333;0.123651;5;0;399.032;18.1688;22.7458;
0.826667;0.129539;5;0;399.951;18.3081;22.7478;
0.83;0.123651;5;0;397.45;17.9823;22.7517;
0.833333;0.125613;5;0;398.241;18.5829;22.7537;
0.836667;0.123651;5;0;399.109;17.9921;22.7556;
0.84;0.129539;5;0;399.109;18.6752;22.7596;
0.843333;0.131501;5;0;398.522;18.3494;22.7615;
0.846667;0.125613;5;0;398.42;18.4475;22.7635;
0.85;0.131501;5;0;398.981;18.0216;22.7635;
0.853333;0.131501;5;0;399.977;17.9431;22.7615;
0.856667;0.131501;5;0;400.844;18.6104;22.7596;
0.86;0.129539;5;0;397.655;18.1629;22.7556;
0.863333;0.129539;5;0;398.624;18.8224;22.7537;
0.866667;0.125613;5;0;398.19;18.3906;22.7517;
0.87;0.129539;5;0;400.793;18.8342;22.7498;
0.873333;0.129539;5;0;402.86;18.4259;22.7498;
0.876667;0.129539;5;0;400.742;18.2807;22.7498;
0.88;0.131501;5;0;400.87;17.8705;22.7458;
0.883333;0.135427;5;0;399.874;17.6879;22.7419;
0.886667;0.131501;5;0;400.767;18.4063;22.7399;
0.89;0.131501;5;0;400.716;17.9176;22.736;
0.893333;0.131501;5;0;401.66;18.9146;22.736;
0.896667;0.133464;5;0;398.012;18.6634;22.736;
0.9;0.133464;5;0;398.471;18.7242;22.7321;
0.903333;0.131501;5;0;399.339;18.3827;22.7321;
0.906667;0.133464;5;0;401.227;18.0824;22.7301;
0.91;0.133464;5;0;402.298;18.4239;22.7262;
0.913333;0.131501;5;0;399.517;17.9176;22.7262;
0.916667;0.129539;5;0;399.517;18.7027;22.7242;
0.92;0.135427;5;0;398.165;18.3376;22.7223;
0.923333;0.133464;5;0;399.058;18.8636;22.7223;
0.926667;0.131501;5;0;399.134;18.5672;22.7242;
0.93;0.131501;5;0;398.573;18.5025;22.7183;
0.933333;0.131501;5;0;398.165;18.3356;22.7164;
0.936667;0.133464;5;0;398.726;17.7527;22.7105;
0.94;0.135427;5;0;400.971;18.208;22.7085;
0.943333;0.135427;5;0;402.834;17.7763;22.7066;
0.946667;0.13739;5;0;403.804;18.897;22.7046;
0.95;0.131501;5;0;399.134;18.5908;22.7046;
0.953333;0.139352;5;0;399.492;18.8361;22.6987;
0.956667;0.133464;5;0;397.859;18.7144;22.6928;
0.96;0.139352;5;0;400.053;18.5358;22.687;
0.963333;0.133464;5;0;401.405;18.4985;22.683;
0.966667;0.135427;5;0;400.104;18.1727;22.6811;
0.97;0.141315;5;0;400.257;18.0785;22.6771;
0.973333;0.13739;5;0;400.181;17.739;22.6752;
0.976667;0.141315;5;0;400.716;18.5044;22.6732;
0.98;0.139352;5;0;400.563;17.9745;22.6732;
0.983333;0.13739;5;0;401.635;18.791;22.6732;
0.986667;0.13739;5;0;399.16;18.6202;22.6732;
0.99;0.131501;5;0;399.925;18.4711;22.6752;
0.993333;0.131501;5;0;400.819;18.314;22.6752;
0.996667;0.141315;5;0;403.14;18.0275;22.6771;
1;0.13739;5;0;404.186;18.6987;22.6771;
1.00333;0.135427;5;0;401.686;18.1236;22.6732;
1.00667;0.135427;5;0;400.971;18.7144;22.6673;
1.01;0.139352;5;0;399.747;18.4416;22.6654;
1.01333;0.139352;5;0;401.125;18.8616;22.6614;
1.01667;0.13739;5;0;400.665;18.6693;22.6595;
1.02;0.135427;5;0;400.334;18.5711;22.6595;
1.02333;0.13739;5;0;398.114;18.4416;22.6555;
1.02667;0.139352;5;0;398.063;17.9392;22.6575;
1.03;0.133464;5;0;399.849;17.9941;22.6536;
1.03333;0.135427;5;0;401.431;17.7095;22.6555;
1.03667;0.139352;5;0;401.201;18.7164;22.6555;
1.04;0.133464;5;0;398.216;18.0157;22.6536;
1.04333;0.135427;5;0;399.134;18.738;22.6516;
1.04667;0.133464;5;0;397.399;18.6222;22.6516;
1.05;0.133464;5;0;398.905;18.6889;22.6516;
1.05333;0.133464;5;0;399.16;18.6418;22.6516;
1.05667;0.135427;5;0;399.237;18.2237;22.6516;
1.06;0.133464;5;0;399.007;18.3042;22.6516;
1.06333;0.133464;5;0;398.828;17.7547;22.6516;
1.06667;0.133464;5;0;400.334;18.2473;22.6516;
1.07;0.133464;5;0;402.018;17.7566;22.6516;
1.07333;0.135427;5;0;402.375;18.8832;22.6536;
1.07667;0.135427;5;0;398.19;18.5633;22.6575;
1.08;0.129539;5;0;398.905;18.6222;22.6614;
1.08333;0.13739;5;0;398.165;18.5535;22.6654;
1.08667;0.135427;5;0;400.563;18.3808;22.6654;
1.09;0.135427;5;0;402.324;18.4828;22.6693;
1.09333;0.135427;5;0;399.568;17.9706;22.6732;
1.09667;0.131501;5;0;399.211;18.1884;22.6712;
1.1;0.13739;5;0;399.109;17.5368;22.6693;
1.10333;0.131501;5;0;400.921;18.685;22.6654;
1.10667;0.129539;5;0;400.538;18.5908;22.6595;
1.11;0.133464;5;0;400.946;18.5083;22.6555;
1.11333;0.131501;5;0;396.711;18.5319;22.6555;
1.11667;0.133464;5;0;397.578;17.9352;22.6555;
1.12;0.135427;5;0;399.288;18.1021;22.6516;
1.12333;0.133464;5;0;401.456;17.7252;22.6516;
1.12667;0.131501;5;0;402.962;18.7674;22.6477;
1.13;0.131501;5;0;399.645;18.4141;22.6457;
1.13333;0.127576;5;0;399.849;18.9264;22.6438;
1.13667;0.127576;5;0;398.752;18.8361;22.6418;
1.14;0.133464;5;0;400.283;18.5574;22.6379;
1.14333;0.133464;5;0;400.87;18.6811;22.6398;
1.14667;0.131501;5;0;400.283;18.0177;22.6359;
1.15;0.133464;5;0;399.874;18.2708;22.6359;
1.15333;0.135427;5;0;399.313;17.6487;22.6359;
1.15667;0.135427;5;0;400.971;18.3729;22.6359;
1.16;0.129539;5;0;402.069;18.1119;22.6359;
1.16333;0.131501;5;0;402.987;18.7458;22.6359;
1.16667;0.133464;5;0;398.573;18.8204;22.634;
1.17;0.139352;5;0;398.726;18.528;22.6359;
1.17333;0.133464;5;0;398.139;18.6654;22.6359;
1.17667;0.131501;5;0;400.844;18.0294;22.6379;
1.18;0.133464;5;0;400.308;18.5378;22.6398;
1.18333;0.129539;5;0;399.16;17.9136;22.6438;
1.18667;0.129539;5;0;399.568;18.5182;22.6457;
1.19;0.129539;5;0;398.854;18.4318;22.6457;
1.19333;0.123651;5;0;400.129;18.842;22.6477;
1.19667;0.127576;5;0;399.696;18.8675;22.6477;
1.2;0.127576;5;0;400.104;18.3768;22.6477;
1.20333;0.127576;5;0;396.966;18.6241;22.6497;
1.20667;0.127576;5;0;398.19;17.7252;22.6516;
1.21;0.131501;5;0;399.185;18.2571;22.6516;
1.21333;0.131501;5;0;401.635;17.7272;22.6516;
1.21667;0.127576;5;0;403.14;18.6477;22.6516;
1.22;0.127576;5;0;400.206;18.7439;22.6536;
1.22333;0.133464;5;0;400.129;18.7969;22.6516;
1.22667;0.133464;5;0;398.879;18.9715;22.6516;
1.23;0.125613;5;0;400.691;18.3199;22.6516;
1.23333;0.129539;5;0;400.181;18.581;22.6516;
1.23667;0.125613;5;0;399.67;17.894;22.6516;
1.24;0.127576;5;0;398.573;18.212;22.6516;
1.24333;0.127576;5;0;398.139;17.6114;22.6536;
1.24667;0.127576;5;0;398.981;18.2355;22.6536;
1.25;0.129539;5;0;400.665;18.3729;22.6614;
1.25333;0.129539;5;0;401.763;18.5515;22.6654;
1.25667;0.129539;5;0;398.879;18.9323;22.6732;
1.26;0.131501;5;0;399.849;18.1413;22.6771;
1.26333;0.125613;5;0;398.037;18.4436;22.6811;
1.26667;0.131501;5;0;400.742;17.629;22.6811;
1.27;0.131501;5;0;402.426;18.4907;22.685;
1.27333;0.131501;5;0;401.125;18.1766;22.687;
1.27667;0.131501;5;0;401.074;18.5613;22.6928;
1.28;0.131501;5;0;399.849;18.5515;22.6928;
1.28333;0.135427;5;0;400.436;18.6948;22.6948;
1.28667;0.135427;5;0;400.359;18.9872;22.6987;
1.29;0.133464;5;0;402.018;18.261;22.6987;
1.29333;0.131501;5;0;398.624;18.5339;22.7007;
1.29667;0.135427;5;0;399.134;17.7292;22.7066;
1.3;0.131501;5;0;399.134;18.0883;22.7144;
1.30333;0.135427;5;0;401.176;17.5741;22.7203;
1.30667;0.139352;5;0;401.558;18.6281;22.7242;
1.31;0.133464;5;0;399.339;18.0765;22.7282;
1.31333;0.133464;5;0;398.344;18.5927;22.7341;
1.31667;0.135427;5;0;397.246;18.738;22.7341;
1.32;0.131501;5;0;398.369;18.3592;22.736;
1.32333;0.129539;5;0;399.007;18.7753;22.736;
1.32667;0.131501;5;0;399.032;18.2257;22.736;
1.33;0.129539;5;0;398.42;18.2179;22.736;
1.33333;0.129539;5;0;399.058;17.6526;22.736;
1.33667;0.129539;5;0;401.38;18.4652;22.736;
1.34;0.131501;5;0;402.324;18.4769;22.736;
1.34333;0.131501;5;0;401.303;18.3297;22.736;
1.34667;0.133464;5;0;399.874;19.0559;22.736;
1.35;0.133464;5;0;400.64;18.1413;22.7282;
1.35333;0.133464;5;0;399.339;18.4436;22.7223;
1.35667;0.135427;5;0;401.099;17.8508;22.7164;
1.36;0.131501;5;0;400.946;18.5358;22.7125;
1.36333;0.133464;5;0;400.002;17.9509;22.7085;
1.36667;0.131501;5;0;399.874;18.3945;22.7046;
1.37;0.131501;5;0;400.206;18.6516;22.7027;
1.37333;0.131501;5;0;401.609;18.5123;22.7007;
1.37667;0.135427;5;0;401.839;18.9931;22.7027;
1.38;0.133464;5;0;402.503;18.1825;22.7007;
1.38333;0.133464;5;0;397.986;18.528;22.7007;
1.38667;0.135427;5;0;398.445;17.5152;22.7007;
1.39;0.129539;5;0;398.344;18;22.6987;
1.39333;0.129539;5;0;400.283;17.735;22.6987;
1.39667;0.131501;5;0;402.273;18.3572;22.6909;
1.4;0.131501;5;0;400.895;19.0108;22.6811;
1.40333;0.133464;5;0;401.023;18.4652;22.6752;
1.40667;0.133464;5;0;400.155;18.8302;22.6654;
1.41;0.135427;5;0;400.895;18.0137;22.6595;
1.41333;0.135427;5;0;399.721;18.4377;22.6555;
1.41667;0.133464;5;0;399.466;17.8685;22.6516;
1.42;0.135427;5;0;397.374;18.1786;22.6477;
1.42333;0.135427;5;0;397.706;18.2277;22.6438;
1.42667;0.131501;5;0;398.905;18.3572;22.6418;
1.43;0.131501;5;0;401.456;18.9931;22.6379;
1.43333;0.135427;5;0;402.604;18.2983;22.6359;
1.43667;0.131501;5;0;399.441;18.7419;22.6359;
1.44;0.131501;5;0;399.517;17.8253;22.634;
1.44333;0.13739;5;0;397.859;18.1747;22.632;
1.44667;0.139352;5;0;399.747;17.8371;22.63;
1.45;0.133464;5;0;400.512;18.0903;22.6281;
1.45333;0.139352;5;0;399.925;18.7458;22.6261;
1.45667;0.133464;5;0;400.027;18.4279;22.6261;
1.46;0.131501;5;0;399.466;19.0795;22.6222;
1.46333;0.133464;5;0;400.385;18.4338;22.6222;
1.46667;0.135427;5;0;401.303;18.9696;22.6202;
1.47;0.13739;5;0;401.635;18.0236;22.6261;
1.47333;0.131501;5;0;398.369;18.2669;22.6281;
1.47667;0.13739;5;0;399.262;18.0589;22.632;
1.48;0.131501;5;0;398.063;18.1688;22.634;
1.48333;0.133464;5;0;400.614;18.7321;22.6379;
1.48667;0.129539;5;0;402.553;18.3376;22.6379;
1.49;0.13739;5;0;400.946;19.0814;22.6418;
1.49333;0.13739;5;0;400.793;18.3003;22.6438;
1.49667;0.139352;5;0;399.568;18.6614;22.6497;
1.5;0.13739;5;0;399.823;17.8292;22.6555;
1.50333;0.141315;5;0;399.594;18.2866;22.6614;
1.50667;0.13739;5;0;399.849;18.4671;22.6634;
1.51;0.135427;5;0;395.945;18.2336;22.6673;
1.51333;0.135427;5;0;397.144;18.6084;22.6693;
1.51667;0.131501;5;0;398.675;18.2924;22.6732;
1.52;0.141315;5;0;401.609;19.1502;22.6811;
1.52333;0.133464;5;0;403.064;18.3121;22.6889;
1.52667;0.131501;5;0;399.9;18.6457;22.6968;
1.53;0.135427;5;0;399.441;17.7311;22.7007;
1.53333;0.139352;5;0;398.828;17.8724;22.7046;
1.53667;0.141315;5;0;400.538;17.9176;22.7085;
1.54;0.135427;5;0;401.507;18.0765;22.7125;
1.54333;0.139352;5;0;400.997;19.0461;22.7144;
1.54667;0.139352;5;0;400.308;18.5044;22.7164;
1.55;0.143278;5;0;400.027;18.9519;22.7183;
1.55333;0.139352;5;0;401.558;18.2198;22.7203;
1.55667;0.139352;5;0;402.375;18.4946;22.7203;
1.56;0.141315;5;0;402.171;18.212;22.7223;
1.56333;0.13739;5;0;398.241;18.0255;22.7242;
1.56667;0.141315;5;0;398.854;18.4416;22.7242;
1.57;0.141315;5;0;397.323;18.1688;22.7242;
1.57333;0.135427;5;0;399.874;19.0658;22.7223;
1.57667;0.13739;5;0;401.482;18.4573;22.7242;
1.58;0.141315;5;0;400.767;18.6026;22.7242;
1.58333;0.133464;5;0;400.946;18.0667;22.7242;
1.58667;0.139352;5;0;399.849;18.0314;22.7242;
1.59;0.141315;5;0;400.487;17.7664;22.7223;
1.59333;0.133464;5;0;400.257;17.7115;22.7242;
1.59667;0.143278;5;0;400.027;18.6006;22.7223;
1.6;0.139352;5;0;397.527;18.0687;22.7242;
1.60333;0.141315;5;0;398.42;18.84;22.7242;
1.60667;0.143278;5;0;399.364;18.4652;22.7223;
1.61;0.13739;5;0;401.456;18.7537;22.7242;
1.61333;0.13739;5;0;402.834;18.2551;22.7242;
1.61667;0.141315;5;0;399.415;18.1688;22.7242;
1.62;0.13739;5;0;398.93;17.7821;22.7203;
1.62333;0.13739;5;0;397.374;17.6781;22.7183;
1.62667;0.135427;5;0;398.599;18.3906;22.7144;
