Graphics v 0.2.5 ';' exported '2021-12-21 11:41:00'
;Record #2;;;;;;
;Cycle #1;"";;;;;
time ( min.);detect H-AE-3020;collection valve;reference point;flow;column P.;T°;
12.3;0;1;0;398.803;18.0157;22.8106;
12.3033;0;1;0;401.125;18.9401;22.8106;
12.3067;0;1;0;402.094;18.21;22.8008;
12.31;0;1;0;399.849;18.4711;22.791;
12.3133;0;1;0;398.599;18.4396;22.7792;
12.3167;0;1;0;398.42;17.892;22.7714;
12.32;0;1;0;400.538;17.8646;22.7635;
12.3233;0;1;0;399.517;17.5368;22.7576;
12.3267;0;1;0;399.134;18.2512;22.7498;
12.33;0;1;0;398.777;17.9097;22.7478;
12.3333;0;1;0;399.134;18.6968;22.7537;
12.3367;0;1;0;396.711;18.6026;22.7596;
12.34;0;1;0;398.777;18.5535;22.7615;
12.3433;0;1;0;399.951;18.4809;22.7674;
12.3467;0;1;0;399.339;17.9156;22.7694;
12.35;0;1;0;399.696;18.1943;22.7714;
12.3533;0;1;0;398.599;17.9038;22.7772;
12.3567;0;1;0;401.482;18.5397;22.7792;
12.36;0;1;0;402.094;18.3611;22.7871;
12.3633;0;1;0;401.456;19.1305;22.7969;
12.3667;0;1;0;398.548;18.7301;22.8008;
12.37;0;1;0;398.65;18.2041;22.8027;
12.3733;0;1;0;400.538;17.8096;22.8086;
12.3767;0;1;0;401.048;17.8135;22.8106;
12.38;0;1;0;400.742;18.7674;22.8067;
12.3833;0;1;0;400.129;17.9293;22.8008;
12.3867;0;1;0;400.538;18.5417;22.7929;
12.39;0;1;0;398.522;18.2669;22.789;
12.3933;0;1;0;401.788;19.0854;22.7831;
12.3967;0;1;0;400.359;18.6536;22.7812;
12.4;0;1;0;400.589;18.2905;22.7792;
12.4033;0;1;0;400.614;17.7409;22.7733;
12.4067;0;1;0;399.083;17.5682;22.7694;
12.41;0;1;0;399.977;17.8234;22.7635;
12.4133;0;1;0;402.579;17.6271;22.7596;
12.4167;0;1;0;403.6;18.9971;22.7556;
12.42;0;1;0;399.568;18.7458;22.7556;
12.4233;0;1;0;398.497;19.0932;22.7517;
12.4267;0;1;0;397.297;18.7988;22.7517;
12.43;0;1;0;399.645;18.2022;22.7674;
12.4333;0;1;0;402.375;18.0805;22.7871;
12.4367;0;1;0;399.849;17.8489;22.7929;
12.44;0;1;0;399.874;18.4122;22.8027;
12.4433;0;1;0;397.757;18.0118;22.8145;
12.4467;0;1;0;400.87;18.7615;22.8165;
12.45;0;1;0;401.048;18.5456;22.8224;
12.4533;0;1;0;401.89;18.9244;22.8224;
12.4567;0;1;0;397.578;18.7262;22.8224;
12.46;0;1;0;399.339;18.0275;22.8204;
12.4633;0;1;0;401.711;17.8508;22.8185;
12.4667;0;1;0;401.839;17.5839;22.8185;
12.47;0;1;0;401.431;18.7046;22.8204;
12.4733;0;1;0;400.41;18.208;22.8165;
12.4767;0;1;0;400.155;18.6673;22.8106;
12.48;0;1;0;398.777;18.2708;22.7871;
12.4833;0;1;0;400.155;18.9186;22.7772;
12.4867;0;1;0;399.925;18.7125;22.7714;
12.49;0;1;0;399.032;18.5142;22.7596;
12.4933;0;1;0;399.237;17.7331;22.7537;
12.4967;0;1;0;397.986;17.3091;22.7517;
12.5;0;1;0;398.93;18.2846;22.7478;
12.5033;0;1;0;399.339;17.8508;22.7478;
12.5067;0;1;0;398.752;18.3867;22.7478;
12.51;0;1;0;397.986;18.4141;22.7478;
12.5133;0;1;0;398.879;18.3513;22.7478;
12.5167;0;1;0;397.246;18.7125;22.7498;
12.52;0;1;0;401.941;17.7213;22.7498;
12.5233;0;1;0;403.625;18.577;22.7498;
12.5267;0;1;0;400.283;17.998;22.7498;
12.53;0;1;0;400.257;18.4161;22.7596;
12.5333;0;1;0;400.104;18.6202;22.7733;
12.5367;0;1;0;401.507;18.4691;22.7851;
12.54;0;1;0;401.686;19.0461;22.7949;
12.5433;0;1;0;402.196;18.106;22.8027;
12.5467;0;1;0;400.232;17.9058;22.8126;
12.55;0;1;0;399.262;17.6604;22.8165;
12.5533;0;1;0;398.165;18.0059;22.8185;
12.5567;0;1;0;400.971;17.6506;22.8204;
12.56;0;1;0;402.63;18.263;22.8224;
12.5633;0;1;0;401.227;18.897;22.8224;
12.5667;0;1;0;398.65;18.687;22.8263;
12.57;0;1;0;398.241;18.371;22.8263;
12.5733;0;1;0;399.747;18.4828;22.8263;
12.5767;0;1;0;398.879;18.7282;22.8243;
12.58;0;1;0;398.19;17.8901;22.8106;
12.5833;0;1;0;396.481;18.0923;22.8047;
12.5867;0;1;0;397.68;17.5623;22.7969;
12.59;0;1;0;401.15;18.8302;22.789;
12.5933;0;1;0;403.191;18.3513;22.7831;
12.5967;0;1;0;404.314;18.2591;22.7812;
12.6;0;1;0;400.308;18.3435;22.7772;
12.6033;0;1;0;400.691;17.8292;22.7733;
12.6067;0;1;0;397.884;18.367;22.7674;
12.61;0;1;0;401.558;17.7115;22.7615;
12.6133;0;1;0;399.67;18.2767;22.7596;
12.6167;0;1;0;398.879;18.1766;22.7576;
12.62;0;1;0;397.348;18.6536;22.7537;
12.6233;0;1;0;398.445;18.4946;22.7517;
12.6267;0;1;0;400.563;18.0765;22.7596;
12.63;0;1;0;401.737;18.9244;22.7714;
12.6333;0;1;0;401.456;17.9745;22.7792;
12.6367;0;1;0;396.94;18.5201;22.7871;
12.64;0;1;0;399.339;17.58;22.7929;
12.6433;0;1;0;398.037;18.0648;22.7969;
12.6467;0;1;0;400.921;17.843;22.8027;
12.65;0;1;0;402.477;18.893;22.8067;
12.6533;0;1;0;399.058;18.5221;22.8165;
12.6567;0;1;0;400.078;18.475;22.8243;
12.66;0;1;0;398.879;19.1423;22.8322;
12.6633;0;1;0;400.232;17.9549;22.8381;
12.6667;0;1;0;402.732;18.4691;22.844;
12.67;0;1;0;400.385;17.8567;22.8479;
12.6733;0;1;0;398.522;18.4612;22.8459;
12.6767;0;1;0;398.701;18.212;22.8342;
12.68;0;1;0;399.364;18.2983;22.8224;
12.6833;0;1;0;400.895;18.9794;22.8145;
12.6867;0;1;0;402.145;18.1099;22.8086;
12.69;0;1;0;398.726;18.2571;22.8008;
12.6933;0;1;0;398.267;17.6722;22.7969;
12.6967;0;1;0;397.093;18.0137;22.7949;
12.7;0;1;0;398.675;17.4956;22.789;
12.7033;0;1;0;399.492;17.8979;22.7851;
12.7067;0;1;0;398.599;18.8675;22.7812;
12.71;0;1;0;398.675;18.7242;22.7753;
12.7133;0;1;0;397.91;19.0343;22.7733;
12.7167;0;1;0;398.956;18.4652;22.7714;
12.72;0;1;0;399.977;19.0972;22.7694;
12.7233;0;1;0;401.405;18.108;22.7753;
12.7267;0;1;0;398.063;18.1668;22.7831;
12.73;0;1;0;399.007;18.2355;22.791;
12.7333;0;1;0;398.879;18.1551;22.7969;
12.7367;0;1;0;401.711;19.0402;22.8027;
12.74;0;1;0;403.089;18.1727;22.8067;
12.7433;0;1;0;400.002;18.8185;22.8086;
12.7467;0;1;0;400.053;17.6585;22.8145;
12.75;0;1;0;398.267;18.1766;22.8243;
12.7533;0;1;0;399.772;17.5976;22.8302;
12.7567;0;1;0;399.951;17.8508;22.8361;
12.76;0;1;0;399.9;18.3611;22.842;
12.7633;0;1;0;399.747;18.1923;22.844;
12.7667;0;1;0;397.45;18.7851;22.8498;
12.77;0;1;0;399.032;18.367;22.8518;
12.7733;0;1;0;400.436;18.632;22.844;
12.7767;0;1;0;402.707;18.0177;22.8381;
12.78;0;1;0;399.262;18.2395;22.8243;
12.7833;0;1;0;400.155;17.9077;22.8145;
12.7867;0;1;0;397.731;17.896;22.8047;
12.79;0;1;0;401.686;18.2277;22.7949;
12.7933;0;1;0;401.992;18.3965;22.791;
12.7967;0;1;0;401.329;18.9657;22.789;
12.8;0;1;0;401.66;18.1766;22.7831;
12.8033;0;1;0;399.696;18.3867;22.7753;
12.8067;0;1;0;400.921;17.7252;22.7714;
12.81;0;1;0;401.941;18.6379;22.7655;
12.8133;0;1;0;400.844;18.5613;22.7655;
12.8167;0;1;0;397.706;18.1884;22.7615;
12.82;0;1;0;398.65;18.844;22.7596;
12.8233;0;1;0;400.41;18.3376;22.7635;
12.8267;0;1;0;403.089;18.9205;22.7733;
12.83;0;1;0;403.625;18.2061;22.7812;
12.8333;0;1;0;398.981;18.4612;22.791;
12.8367;0;1;0;400.665;17.8391;22.7929;
12.84;0;1;0;398.267;17.8116;22.7988;
12.8433;0;1;0;399.977;18.1865;22.8008;
12.8467;0;1;0;402.987;18.6281;22.8126;
12.85;0;1;0;399.849;18.9225;22.8204;
12.8533;0;1;0;399.645;18.371;22.8263;
12.8567;0;1;0;397.527;18.6045;22.8342;
12.86;0;1;0;399.492;17.6742;22.8381;
12.8633;0;1;0;401.533;18.0923;22.842;
12.8667;0;1;0;400.997;18.0432;22.8479;
12.87;0;1;0;401.176;18.4632;22.842;
12.8733;0;1;0;400.155;18.8675;22.8302;
12.8767;0;1;0;400.334;18.4318;22.8224;
12.88;0;1;0;399.543;18.8773;22.8204;
12.8833;0;1;0;401.839;18.3611;22.8126;
12.8867;0;1;0;399.798;18.2434;22.8086;
12.89;0;1;0;398.216;17.3641;22.8008;
12.8933;0;1;0;399.058;17.629;22.8008;
12.8967;0;1;0;399.823;17.9588;22.791;
12.9;0;1;0;400.971;17.5505;22.7792;
12.9033;0;1;0;401.278;18.8459;22.7714;
12.9067;0;1;0;398.088;18.4396;22.7655;
12.91;0;1;0;398.395;18.9127;22.7556;
12.9133;0;1;0;399.696;18.2924;22.7556;
12.9167;0;1;0;401.788;18.3651;22.7537;
12.92;0;1;0;399.645;17.8862;22.7576;
12.9233;0;1;0;398.854;17.9529;22.7615;
12.9267;0;1;0;399.466;18.2866;22.7674;
12.93;0;1;0;400.104;18.3965;22.7753;
12.9333;0;1;0;401.354;18.9892;22.7792;
12.9367;0;1;0;400.436;18.4239;22.7812;
12.94;0;1;0;398.879;18.7478;22.7831;
12.9433;0;1;0;399.823;18.1433;22.7871;
12.9467;0;1;0;399.874;17.8194;22.7949;
12.95;0;1;0;401.405;18.1236;22.8008;
12.9533;0;1;0;402.094;17.684;22.8086;
12.9567;0;1;0;402.655;18.8655;22.8126;
12.96;0;1;0;400.971;18.4416;22.8165;
12.9633;0;1;0;399.134;18.791;22.8204;
12.9667;0;1;0;400.563;18.3729;22.8204;
12.97;0;1;0;399.823;18.6595;22.8185;
12.9733;0;1;0;401.967;18.3827;22.8145;
12.9767;0;1;0;398.981;17.9686;22.8106;
12.98;0;1;0;397.119;17.2836;22.8067;
12.9833;0;1;0;398.037;17.3935;22.8067;
12.9867;0;1;0;399.874;18.3023;22.8027;
12.99;0;1;0;399.823;17.9313;22.8027;
12.9933;0;1;0;400.563;18.8636;22.8008;
12.9967;0;1;0;400.053;18.1001;22.7871;
13;0;1;0;397.833;18.2355;22.7812;
13.0033;0;1;0;400.002;17.5859;22.7674;
13.0067;0;1;0;402.171;17.6448;22.7635;
13.01;0;1;0;403.931;18.7694;22.7556;
13.0133;0;1;0;400.589;18.2061;22.7498;
13.0167;0;1;0;400.767;18.9578;22.7439;
13.02;0;1;0;398.139;18.5535;22.7439;
13.0233;0;1;0;400.002;18.7399;22.7537;
13.0267;0;1;0;400.844;18.5947;22.7615;
13.03;0;1;0;399.058;18.1021;22.7674;
13.0333;0;1;0;398.42;17.3484;22.7733;
13.0367;0;1;0;398.548;17.2856;22.7753;
13.04;0;1;0;399.415;17.8646;22.7812;
13.0433;0;1;0;401.278;17.633;22.7812;
13.0467;0;1;0;402.655;18.6026;22.7988;
13.05;0;1;0;399.339;18.736;22.8126;
13.0533;0;1;0;399.772;18.3376;22.8263;
13.0567;0;1;0;400.767;17.8096;22.8381;
13.06;0;1;0;400.461;18.1668;22.8459;
13.0633;0;1;0;402.043;18.6261;22.8498;
13.0667;0;1;0;399.211;17.9019;22.8557;
13.07;0;1;0;399.849;18.5201;22.8479;
13.0733;0;1;0;398.063;18.4789;22.84;
13.0767;0;1;0;400.461;18.6418;22.8302;
13.08;0;1;0;403.268;18.1531;22.8224;
13.0833;0;1;0;400.793;17.945;22.8185;
13.0867;0;1;0;399.849;17.8371;22.8145;
13.09;0;1;0;397.629;17.4092;22.8106;
13.0933;0;1;0;399.007;18.0059;22.8047;
13.0967;0;1;0;398.726;17.686;22.7949;
13.1;0;1;0;401.558;18.4612;22.791;
13.1033;0;1;0;398.395;18.8302;22.7851;
13.1067;0;1;0;399.032;18.2395;22.7812;
13.11;0;1;0;396.991;18.7203;22.7772;
13.1133;0;1;0;399.67;17.892;22.7733;
13.1167;0;1;0;401.482;18.6555;22.7694;
13.12;0;1;0;399.39;18.0098;22.7674;
13.1233;0;1;0;400.206;18.3945;22.7655;
13.1267;0;1;0;397.961;18.3513;22.7615;
13.13;0;1;0;401.176;18.4926;22.7596;
13.1333;0;1;0;402.63;18.3729;22.7596;
13.1367;0;1;0;401.89;18.2159;22.7576;
13.14;0;1;0;401.431;17.894;22.7615;
13.1433;0;1;0;399.032;17.419;22.7655;
13.1467;0;1;0;400.385;18.2414;22.7753;
13.15;0;1;0;400.436;17.8175;22.7792;
13.1533;0;1;0;400.002;18.8165;22.7851;
13.1567;0;1;0;398.088;18.4534;22.789;
13.16;0;1;0;397.859;18.3533;22.7929;
13.1633;0;1;0;397.935;18.6968;22.7949;
13.1667;0;1;0;399.39;17.6506;22.8047;
13.17;0;1;0;400.538;18.4593;22.8185;
13.1733;0;1;0;399.977;18.1688;22.8283;
13.1767;0;1;0;399.39;18.3356;22.8381;
13.18;0;1;0;396.379;18.2689;22.8498;
13.1833;0;1;0;399.823;18.3651;22.8498;
13.1867;0;1;0;401.329;19.158;22.8538;
13.19;0;1;0;402.758;17.9647;22.8518;
13.1933;0;1;0;398.777;18.4181;22.84;
13.1967;0;1;0;399.67;17.5643;22.8224;
13.2;0;1;0;398.624;17.9706;22.8165;
13.2033;0;1;0;402.273;17.8155;22.8067;
13.2067;0;1;0;403.345;18.7615;22.8008;
13.21;0;1;0;401.405;18.579;22.7988;
13.2133;0;1;0;401.227;18.3297;22.7949;
13.2167;0;1;0;399.441;18.3513;22.789;
13.22;0;1;0;400.206;17.8764;22.7831;
13.2233;0;1;0;400.308;18.6222;22.7792;
13.2267;0;1;0;399.772;17.8646;22.7733;
13.23;0;1;0;397.45;18.0962;22.7733;
13.2333;0;1;0;398.344;18.3101;22.7694;
13.2367;0;1;0;399.645;18.8126;22.7694;
13.24;0;1;0;402.018;18.6418;22.7694;
13.2433;0;1;0;400.308;18.2022;22.7753;
13.2467;0;1;0;399.849;18.1708;22.7851;
13.25;0;1;0;399.211;17.684;22.791;
13.2533;0;1;0;401.558;18.0589;22.8027;
13.2567;0;1;0;403.013;17.6212;22.8067;
13.26;0;1;0;400.283;17.9961;22.8086;
13.2633;0;1;0;397.246;18.3592;22.8145;
13.2667;0;1;0;398.548;18.0942;22.8165;
13.27;0;1;0;398.267;18.9068;22.8263;
13.2733;0;1;0;400.41;18.0942;22.8302;
13.2767;0;1;0;401.941;18.6575;22.84;
13.28;0;1;0;399.67;18.2159;22.842;
13.2833;0;1;0;400.359;18.2061;22.844;
13.2867;0;1;0;398.19;18.053;22.8459;
13.29;0;1;0;397.961;18.6555;22.8459;
13.2933;0;1;0;400.538;19.0932;22.8361;
13.2967;0;1;0;400.563;18.2591;22.8243;
13.3;0;1;0;398.369;18.5201;22.8224;
13.3033;0;1;0;396.379;17.3248;22.8145;
13.3067;0;1;0;398.165;17.945;22.8126;
13.31;0;1;0;401.686;17.5466;22.8086;
13.3133;0;1;0;400.181;17.684;22.8047;
13.3167;0;1;0;400.512;18.9931;22.7949;
13.32;0;1;0;400.895;18.2512;22.7871;
13.3233;0;1;0;398.241;18.8027;22.7831;
13.3267;0;1;0;399.874;17.7488;22.7792;
13.33;0;1;0;402.018;18.1099;22.7772;
13.3333;0;1;0;398.93;17.9058;22.7714;
13.3367;0;1;0;397.808;17.9156;22.7714;
13.34;0;1;0;399.032;18.5574;22.7714;
13.3433;0;1;0;396.608;18.1236;22.7733;
13.3467;0;1;0;400.87;19.1227;22.7753;
13.35;0;1;0;401.482;18.314;22.7772;
13.3533;0;1;0;397.552;18.5672;22.7772;
13.3567;0;1;0;398.241;17.3464;22.7772;
13.36;0;1;0;399.211;17.6251;22.7792;
13.3633;0;1;0;401.865;17.8665;22.791;
13.3667;0;1;0;401.176;17.8175;22.7988;
13.37;0;1;0;400.971;18.8832;22.8086;
13.3733;0;1;0;398.803;18.4141;22.8185;
13.3767;0;1;0;398.471;18.3494;22.8243;
13.38;0;1;0;400.359;18.1511;22.8302;
13.3833;0;1;0;401.074;18.4377;22.8361;
13.3867;0;1;0;403.931;18.7498;22.8381;
13.39;0;1;0;399.185;18.3513;22.842;
13.3933;0;1;0;400.155;18.685;22.842;
13.3967;0;1;0;400.921;18.2532;22.842;
13.4;0;1;0;402.375;19.1698;22.844;
13.4033;0;1;0;403.115;18.0314;22.8459;
13.4067;0;1;0;400.64;18.212;22.844;
13.41;0;1;0;400.563;17.6467;22.8381;
13.4133;0;1;0;400.819;17.6879;22.8322;
13.4167;0;1;0;402.451;18.2473;22.8185;
13.42;0;1;0;401.992;18.2237;22.8027;
13.4233;0;1;0;401.763;18.8911;22.8008;
13.4267;0;1;0;400.921;18.2159;22.789;
13.43;0;1;0;399.16;18.5005;22.7871;
13.4333;0;1;0;401.533;18.1452;22.7792;
13.4367;0;1;0;401.584;18.3199;22.7772;
13.44;0;1;0;401.176;18.0393;22.7733;
13.4433;0;1;0;400.41;17.9195;22.7733;
13.4467;0;1;0;398.19;18.0981;22.7694;
13.45;0;1;0;398.803;17.9077;22.7674;
13.4533;0;1;0;398.905;19.0697;22.7674;
13.4567;0;1;0;398.624;18.5574;22.7674;
13.46;0;1;0;399.185;18.4848;22.7694;
13.4633;0;1;0;398.369;18.318;22.7812;
13.4667;0;1;0;398.471;18.8891;22.789;
13.47;0;1;0;400.971;18.371;22.7949;
13.4733;0;1;0;402.758;19.0952;22.8008;
13.4767;0;1;0;400.716;17.9627;22.8086;
13.48;0;1;0;399.747;18.3239;22.8086;
13.4833;0;1;0;399.441;17.4838;22.8145;
13.4867;0;1;0;397.935;17.8391;22.8145;
13.49;0;1;0;400.359;18.0491;22.8224;
13.4933;0;1;0;401.329;18.0314;22.8283;
13.4967;0;1;0;400.742;19.0088;22.8342;
13.5;0;1;0;399.925;18.1609;22.84;
13.5033;0;1;0;398.216;18.3611;22.842;
13.5067;0;1;0;400.997;17.8449;22.844;
13.51;0;1;0;401.303;18.6752;22.8479;
13.5133;0;1;0;400.946;17.9156;22.842;
13.5167;0;1;0;397.323;18.0883;22.84;
13.52;0;1;0;398.981;18.3121;22.8381;
13.5233;0;1;0;398.777;18.1609;22.8342;
13.5267;0;1;0;400.895;18.7596;22.8322;
13.53;0;1;0;403.319;18.2041;22.8322;
13.5333;0;1;0;401.227;18.6418;22.8302;
13.5367;0;1;0;401.303;17.8155;22.8243;
13.54;0;1;0;400.104;18.055;22.8165;
13.5433;0;1;0;401.201;17.9882;22.8106;
13.5467;0;1;0;403.727;18.5751;22.7988;
13.55;0;1;0;400.64;18.7399;22.7949;
13.5533;0;1;0;399.696;18.0687;22.7929;
13.5567;0;1;0;397.476;17.8018;22.791;
13.56;0;1;0;400.053;18.3513;22.7871;
13.5633;0;1;0;401.686;18.2532;22.7831;
13.5667;0;1;0;402.604;18.3062;22.7792;
13.57;0;1;0;398.981;18.842;22.7753;
13.5733;0;1;0;399.339;18.0923;22.7733;
13.5767;0;1;0;401.201;17.8724;22.7694;
13.58;0;1;0;400.487;17.5643;22.7694;
13.5833;0;1;0;401.15;18.5751;22.7674;
13.5867;0;1;0;399.083;17.9077;22.7694;
13.59;0;1;0;399.415;18.789;22.7694;
13.5933;0;1;0;398.088;18.367;22.7694;
13.5967;0;1;0;401.176;18.5201;22.7694;
13.6;0;1;0;402.273;18.999;22.7714;
13.6033;0;1;0;400.257;18.4573;22.7733;
13.6067;0;1;0;397.91;18.5692;22.7733;
13.61;0;1;0;398.879;17.5407;22.7851;
13.6133;0;1;0;400.921;18.1335;22.8086;
13.6167;0;1;0;401.482;17.6251;22.8145;
13.62;0;1;0;400.971;18.897;22.8302;
13.6233;0;1;0;400.589;18.8734;22.8342;
13.6267;0;1;0;398.752;18.7223;22.8459;
13.63;0;1;0;399.517;18.3788;22.8518;
13.6333;0;1;0;400.41;18.1786;22.8498;
13.6367;0;1;0;400.41;18.7321;22.8479;
13.64;0;1;0;400.614;18.0334;22.844;
13.6433;0;1;0;398.548;18.2905;22.842;
13.6467;0;1;0;397.782;17.6506;22.84;
13.65;0;1;0;399.262;18.7085;22.84;
13.6533;0;1;0;401.278;18.6457;22.84;
13.6567;0;1;0;400.232;18.6045;22.8361;
13.66;0;1;0;399.798;18.9186;22.8322;
13.6633;0;1;0;399.058;18.1845;22.8243;
13.6667;0;1;0;397.629;18.524;22.8224;
13.67;0;1;0;401.992;17.8057;22.8185;
13.6733;0;1;0;400.767;18.3513;22.8165;
13.6767;0;1;0;399.007;18.0589;22.8145;
13.68;0;1;0;400.078;18.3729;22.8126;
13.6833;0;1;0;398.777;18.7027;22.8047;
13.6867;0;1;0;401.711;18.3631;22.8008;
13.69;0;1;0;402.273;18.4102;22.7969;
13.6933;0.0490677;1;0;401.354;18.263;22.7929;
13.6967;0.0490677;1;0;399.466;18.5299;22.791;
13.7;0.107949;1;0;400.129;17.5819;22.789;
13.7033;0.206084;1;0;401.405;18.0471;22.7871;
13.7067;0.30422;1;0;401.329;17.5486;22.7831;
13.71;0.343474;1;0;402.018;18.1001;22.7812;
13.7133;0.421982;1;0;397.348;18.422;22.7772;
13.7167;0.412169;1;0;399.645;18.3572;22.7753;
13.72;0.510304;1;0;398.675;18.3886;22.7733;
13.7233;0.549558;1;0;401.125;18.4534;22.7714;
13.7267;0.578999;1;0;400.64;18.8263;22.7714;
13.73;0.686948;1;0;400.104;18.0294;22.7714;
13.7333;0.726202;1;0;397.17;18.371;22.7694;
13.7367;0.80471;1;0;398.012;17.739;22.7753;
13.74;0.893032;1;0;400.716;18.6595;22.7792;
13.7433;0.932287;1;0;400.87;18.367;22.7831;
13.7467;1.00098;1;0;403.14;18.2983;22.7831;
13.75;1.05005;1;0;398.752;18.475;22.7851;
13.7533;1.07949;1;0;400.283;18.0157;22.7871;
13.7567;1.158;1;0;400.844;18.4887;22.7949;
13.76;1.18744;1;0;400.921;17.7134;22.8027;
13.7633;1.25613;1;0;400.64;18.2807;22.8145;
13.7667;1.28557;1;0;400.385;18.2061;22.8263;
13.77;1.31501;1;0;398.497;18.6654;22.8361;
13.7733;1.40334;1;0;399.39;18.5201;22.842;
13.7767;1.43278;1;0;400.87;18.3003;22.8479;
13.78;1.49166;1;0;402.528;18.9676;22.8518;
13.7833;1.54073;1;0;399.645;18.3749;22.8498;
13.7867;1.61924;1;0;398.726;18.1825;22.8479;
13.79;1.62905;1;0;399.262;17.7664;22.8479;
13.7933;1.67812;1;0;401.278;18.0726;22.8459;
13.7967;1.70756;1;0;400.512;17.6467;22.844;
13.8;1.75662;1;0;401.38;18.2905;22.842;
13.8033;1.82532;1;0;398.599;18.3768;22.842;
13.8067;1.84495;1;0;399.083;18.7223;22.84;
13.81;1.8842;1;0;397.348;18.3788;22.8381;
13.8133;1.89401;1;0;400.461;18.3042;22.8361;
13.8167;1.94308;1;0;400.921;18.9833;22.8361;
13.82;1.96271;1;0;401.533;17.9077;22.8361;
13.8233;1.98234;1;0;400.232;18.1492;22.8342;
13.8267;1.99215;1;0;399.441;17.5996;22.8342;
13.83;2.02159;1;0;397.731;18.1099;22.8263;
13.8333;2.0314;1;0;400.283;17.682;22.8185;
13.8367;2.07066;1;0;401.329;18.7831;22.8047;
13.84;2.08047;1;0;399.9;18.8381;22.8008;
13.8433;2.09029;1;0;399.747;18.3533;22.7929;
13.8467;2.09029;1;0;398.344;18.3239;22.7831;
13.85;2.12954;1;0;401.023;18.2532;22.7792;
13.8533;2.1001;1;0;400.767;18.6104;22.7792;
13.8567;2.15898;1;0;400.691;17.9804;22.7753;
13.86;2.12954;1;0;398.165;18.314;22.7753;
13.8633;2.14917;1;0;398.981;17.841;22.7753;
13.8667;2.12954;1;0;399.849;18.7144;22.7714;
13.87;2.10991;1;0;400.767;18.6379;22.7714;
13.8733;2.12954;1;0;401.916;18.1747;22.7733;
13.8767;2.10991;1;0;399.67;18.9342;22.7733;
13.88;2.10991;1;0;400.104;18.0177;22.7812;
13.8833;2.1001;1;0;398.522;18.528;22.791;
13.8867;2.1001;1;0;399.925;17.7036;22.7988;
13.89;2.08047;1;0;399.798;18.2414;22.8047;
13.8933;2.07066;1;0;400.41;17.9921;22.8126;
13.8967;2.01178;1;0;400.665;18.7066;22.8185;
13.9;2.02159;1;0;399.798;18.8008;22.8204;
13.9033;2.01178;1;0;401.329;18.5613;22.8302;
13.9067;1.99215;1;0;402.222;18.9696;22.8342;
13.91;1.96271;1;0;402.426;18.0864;22.84;
13.9133;1.93327;1;0;398.65;18.5711;22.8459;
13.9167;1.89401;1;0;399.211;17.6055;22.8498;
13.92;1.8842;1;0;400.793;18.1884;22.8538;
13.9233;1.84495;1;0;402.018;17.7468;22.8557;
13.9267;1.78606;1;0;401.431;18.208;22.8557;
13.93;1.79588;1;0;400.002;18.7498;22.8498;
13.9333;1.74681;1;0;399.007;18.3984;22.844;
13.9367;1.737;1;0;398.012;18.9715;22.8381;
13.94;1.69774;1;0;398.905;18.5397;22.8361;
13.9433;1.63886;1;0;400.308;18.8754;22.8322;
13.9467;1.63886;1;0;400.665;17.8999;22.8322;
13.95;1.58979;1;0;396.864;18.4239;22.8283;
13.9533;1.53091;1;0;399.492;17.6133;22.8126;
13.9567;1.47203;1;0;401.941;18.1374;22.8027;
13.96;1.44259;1;0;401.916;17.9764;22.7929;
13.9633;1.40334;1;0;402.375;18.8498;22.789;
13.9667;1.36408;1;0;398.726;18.5299;22.7831;
13.97;1.33464;1;0;401.074;18.3278;22.7792;
13.9733;1.29539;1;0;398.956;18.314;22.7753;
13.9767;1.28557;1;0;401.176;18.1551;22.7714;
13.98;1.20707;1;0;400.181;18.5299;22.7694;
13.9833;1.16781;1;0;400.078;17.892;22.7615;
13.9867;1.14819;1;0;397.68;18.1845;22.7596;
13.99;1.0893;1;0;399.083;18.0196;22.7537;
13.9933;1.03042;1;0;400.691;18.8067;22.7517;
13.9967;1.02061;1;0;402.349;19.0049;22.7517;
14;0.961727;1;0;400.078;18.2512;22.7498;
14.0033;0.981354;1;0;399.517;18.7458;22.7517;
14.0067;0.9421;1;0;398.981;17.8155;22.7596;
14.01;0.834151;1;0;397.655;18.1963;22.7674;
14.0133;0.77527;1;0;400.538;17.5446;22.7753;
14.0167;0.77527;1;0;399.16;17.9921;22.7772;
14.02;0.716389;1;0;398.42;18.0451;22.7831;
14.0233;0.686948;1;0;398.65;18.2237;22.7851;
14.0267;0.60844;1;0;398.624;18.577;22.7929;
14.03;0.63788;1;0;401.048;18.263;22.7988;
14.0333;0.520118;1;0;400.232;18.4534;22.8106;
14.0367;0.480864;1;0;399.619;17.9764;22.8185;
14.04;0.510304;1;0;399.645;18.2159;22.8224;
14.0433;0.431796;1;0;399.874;17.6075;22.8283;
14.0467;0.402355;1;0;398.344;17.9804;22.8302;
14.05;0.363101;1;0;400.308;18.0393;22.8342;
14.0533;0.314033;1;0;401.252;18.0923;22.8381;
14.0567;0.264966;1;0;398.292;18.5397;22.84;
14.06;0.235525;1;0;400.155;18.2296;22.84;
14.0633;0.196271;1;0;397.833;18.4769;22.842;
14.0667;0.16683;1;0;400.767;18.318;22.844;
14.07;0.127576;1;0;401.329;18.4377;22.844;
14.0733;0.117762;1;0;399.594;17.8881;22.8459;
